text,label,source,original_label,sample_weight
chinese guy still insisting it was him in front of that tank,Satire,SarcasmHeadlines,sarcastic,1.0
nation's attractive people demand we send them all $200 checks,Satire,SarcasmHeadlines,sarcastic,1.0
eclipse comes just in time to save john kerry from tribe of island cannibals,Satire,SarcasmHeadlines,sarcastic,1.0
frustrated wildfire spends hours stuck in l.a. traffic,Satire,SarcasmHeadlines,sarcastic,1.0
michael jordan accidentally packaged in plastic,Satire,SarcasmHeadlines,sarcastic,1.0
skywriter leaves suicide note,Satire,SarcasmHeadlines,sarcastic,1.0
trump boys sadly release pet alligator into lincoln memorial reflecting pool,Satire,SarcasmHeadlines,sarcastic,1.0
spider-man mask spices up blind date,Satire,SarcasmHeadlines,sarcastic,1.0
bathroom smells like shit,Satire,SarcasmHeadlines,sarcastic,1.0
efforts of world's 16 billion chickens still not adding up to much,Satire,SarcasmHeadlines,sarcastic,1.0
nasa celebrates 60th anniversary of launching first moon to orbit earth,Satire,SarcasmHeadlines,sarcastic,1.0
petting-zoo goats swarm horrified 4-year-old,Satire,SarcasmHeadlines,sarcastic,1.0
family lets cars come inside house during snowstorm,Satire,SarcasmHeadlines,sarcastic,1.0
panicked donald trump jr. tries to cover up contact with wikileaks by deleting firefox icon from desktop,Satire,SarcasmHeadlines,sarcastic,1.0
post-modern condition upgraded to pre-apocalyptic,Satire,SarcasmHeadlines,sarcastic,1.0
little caesars marketing new marshmallows 'n' gravy pizza directly to president,Satire,SarcasmHeadlines,sarcastic,1.0
god refuses to grant any more transcendent near-death experiences to people who crash snowmobiles,Satire,SarcasmHeadlines,sarcastic,1.0
dog unaware it isn't starving,Satire,SarcasmHeadlines,sarcastic,1.0
time-traveling hillary clinton warns self to do everything in exact same way,Satire,SarcasmHeadlines,sarcastic,1.0
money continues to pour in to some undesignated far-off point somewhere,Satire,SarcasmHeadlines,sarcastic,1.0
girlfriend's dad pretty hot,Satire,SarcasmHeadlines,sarcastic,1.0
"man captures ross perot, is granted three wishes",Satire,SarcasmHeadlines,sarcastic,1.0
report: make it stop,Satire,SarcasmHeadlines,sarcastic,1.0
mike pence horrified by d.c. cherry trees flagrantly displaying reproductive organs,Satire,SarcasmHeadlines,sarcastic,1.0
second-semester fling leads to first-trimester abortion,Satire,SarcasmHeadlines,sarcastic,1.0
don king enjoys grandilomentitudinous sandwich,Satire,SarcasmHeadlines,sarcastic,1.0
study: majority of humans happiest when rest of family still asleep,Satire,SarcasmHeadlines,sarcastic,1.0
report: overseas sweatshops hurting u.s. sweatshops,Satire,SarcasmHeadlines,sarcastic,1.0
levi's factory implicated in cruel treatment of denim cows,Satire,SarcasmHeadlines,sarcastic,1.0
movie theater employee hurt by customer's comments about high price of popcorn,Satire,SarcasmHeadlines,sarcastic,1.0
"new app sends dating profile straight to friends, coworkers to laugh at without ever connecting users to each other",Satire,SarcasmHeadlines,sarcastic,1.0
man wishes there wasn't so much blank room on anniversary card,Satire,SarcasmHeadlines,sarcastic,1.0
researchers forced to scrap another sleep study after participants murdered in dreams by serial killer,Satire,SarcasmHeadlines,sarcastic,1.0
prime minister of  norway gets laid,Satire,SarcasmHeadlines,sarcastic,1.0
report: vulgaria may possess flying-car technology,Satire,SarcasmHeadlines,sarcastic,1.0
blood drains from mueller's face after realizing russia investigation might go all the way to white house,Satire,SarcasmHeadlines,sarcastic,1.0
"loss of cat child's first real experience with death, killing",Satire,SarcasmHeadlines,sarcastic,1.0
rain-drenched cat announces it ready to stay inside and be part of family,Satire,SarcasmHeadlines,sarcastic,1.0
'brain games' recalls thousands of defective word puzzles that gave users alzheimer's,Satire,SarcasmHeadlines,sarcastic,1.0
secluded cabin in woods filled with big plans for america,Satire,SarcasmHeadlines,sarcastic,1.0
mcdonald's janitor would like to thank everyone who tossed half-full cups of soda into trash,Satire,SarcasmHeadlines,sarcastic,1.0
sonny bono foundation prevents at-risk youths from skiing into trees,Satire,SarcasmHeadlines,sarcastic,1.0
party host horrified to discover guests have been drying hands on bath towel this whole time,Satire,SarcasmHeadlines,sarcastic,1.0
area mother enters 16th year of post-partum depression,Satire,SarcasmHeadlines,sarcastic,1.0
frustrated man can't believe he can still hear construction worker hammering his wife at this hour,Satire,SarcasmHeadlines,sarcastic,1.0
venus horrified after finding millions of nude pictures of herself on internet,Satire,SarcasmHeadlines,sarcastic,1.0
high school nurse getting pretty good at spotting morning sickness,Satire,SarcasmHeadlines,sarcastic,1.0
only positive statistic of year announced,Satire,SarcasmHeadlines,sarcastic,1.0
supreme court allows corporations to run for political office,Satire,SarcasmHeadlines,sarcastic,1.0
cashier allows line-cutting to go unpunished,Satire,SarcasmHeadlines,sarcastic,1.0
"johnsville, il, renamed walmart #11717",Satire,SarcasmHeadlines,sarcastic,1.0
area cow doesn't suspect a thing,Satire,SarcasmHeadlines,sarcastic,1.0
leonardo dicaprio nervous about telling new girlfriend he a virgin,Satire,SarcasmHeadlines,sarcastic,1.0
hypochondriac convinced patient has cancer,Satire,SarcasmHeadlines,sarcastic,1.0
pectoral muscles targeted by fitness fundamentalists,Satire,SarcasmHeadlines,sarcastic,1.0
hidden valley ranch bombed by balsamic extremists,Satire,SarcasmHeadlines,sarcastic,1.0
man has never given single definitive yes to any invitation he's ever received,Satire,SarcasmHeadlines,sarcastic,1.0
single document engulfed in coworker's 50-page printout,Satire,SarcasmHeadlines,sarcastic,1.0
painful reminder celebrates fourth birthday,Satire,SarcasmHeadlines,sarcastic,1.0
gunman opens fire in own mcdonald's,Satire,SarcasmHeadlines,sarcastic,1.0
"car passengers launch urgent, mid-street investigation into whether woman in parking spot coming or going",Satire,SarcasmHeadlines,sarcastic,1.0
tire salesman to hit them with a little razzle-dazzle,Satire,SarcasmHeadlines,sarcastic,1.0
cat stevens declares jihad on james taylor,Satire,SarcasmHeadlines,sarcastic,1.0
final harry potter book blasted for containing spoilers,Satire,SarcasmHeadlines,sarcastic,1.0
huckabee sanders repeatedly insists that president's footprints created the great lakes,Satire,SarcasmHeadlines,sarcastic,1.0
"'nice to meet you,' coworkers tell new employee they've studied online for hours",Satire,SarcasmHeadlines,sarcastic,1.0
guy who got laid off just glad multi-national corporation will make it,Satire,SarcasmHeadlines,sarcastic,1.0
southerner recognized for driving-in-a-circle,Satire,SarcasmHeadlines,sarcastic,1.0
'rock the vote' propels metallica to senate,Satire,SarcasmHeadlines,sarcastic,1.0
kerry volunteer gets some kerry-primary victory sex,Satire,SarcasmHeadlines,sarcastic,1.0
pbs moderators spend first 10 minutes of debate asking candidates for fundraising advice,Satire,SarcasmHeadlines,sarcastic,1.0
"huckabee sanders cuts loose during correspondents' dinner with raucous, carefree frown",Satire,SarcasmHeadlines,sarcastic,1.0
letter of recommendation reused for eighth intern,Satire,SarcasmHeadlines,sarcastic,1.0
romney still in hot water after reading gop platform verbatim,Satire,SarcasmHeadlines,sarcastic,1.0
trendy restaurant has communal napkin,Satire,SarcasmHeadlines,sarcastic,1.0
pepsi ceo's wife buys coke when she's mad at him,Satire,SarcasmHeadlines,sarcastic,1.0
local muppet held for questioning in chicken sex ring,Satire,SarcasmHeadlines,sarcastic,1.0
bush arrives at caribbean summit aboard catamaran one,Satire,SarcasmHeadlines,sarcastic,1.0
woman shows hairstylist example of haircut she wants,Satire,SarcasmHeadlines,sarcastic,1.0
70 percent of americans in favor of watching iraq get bombed on tv,Satire,SarcasmHeadlines,sarcastic,1.0
new law requires richard gere to personally inform residents when he moves to new neighborhood,Satire,SarcasmHeadlines,sarcastic,1.0
seasonal depression to take over for chronic depression for a few months,Satire,SarcasmHeadlines,sarcastic,1.0
career-driven man beginning to worry entire identity no longer tied to job,Satire,SarcasmHeadlines,sarcastic,1.0
"script could use another pass, mom says",Satire,SarcasmHeadlines,sarcastic,1.0
5th-grade teacher can already tell kids about to go apeshit for ending of 'the giver',Satire,SarcasmHeadlines,sarcastic,1.0
fame sexually transmitted,Satire,SarcasmHeadlines,sarcastic,1.0
report: more american fifth-graders taking gap year to unwind before middle school,Satire,SarcasmHeadlines,sarcastic,1.0
madeline albright sworn in as secretary,Satire,SarcasmHeadlines,sarcastic,1.0
man needs verbal assurance that hand stamp will get him back in,Satire,SarcasmHeadlines,sarcastic,1.0
iggy pop only one allowed in grocery store shirtless,Satire,SarcasmHeadlines,sarcastic,1.0
clinton reelected by wide margin,Satire,SarcasmHeadlines,sarcastic,1.0
real-life nancy drew traces source of her hpv,Satire,SarcasmHeadlines,sarcastic,1.0
thoughtful ocean returns body a few days after borrowing it,Satire,SarcasmHeadlines,sarcastic,1.0
bashar al-assad introduces syrian bike-sharing program,Satire,SarcasmHeadlines,sarcastic,1.0
tea party plans to recruit more coloreds this fall,Satire,SarcasmHeadlines,sarcastic,1.0
cia to shift focus to greeting cards,Satire,SarcasmHeadlines,sarcastic,1.0
calculus problem hits too close to home,Satire,SarcasmHeadlines,sarcastic,1.0
area woman loses respect earned since last st. patrick's day,Satire,SarcasmHeadlines,sarcastic,1.0
jon bon jovi jealous of former classmate who made it out of jersey,Satire,SarcasmHeadlines,sarcastic,1.0
good night's sleep changes nothing,Satire,SarcasmHeadlines,sarcastic,1.0
is area man going to finish those fries?,Satire,SarcasmHeadlines,sarcastic,1.0
man just using virgin mary to get to jesus,Satire,SarcasmHeadlines,sarcastic,1.0
man takes sober moment to reflect on fact that most of meal already gone,Satire,SarcasmHeadlines,sarcastic,1.0
heroic broken sewage pipe floods congress with human waste,Satire,SarcasmHeadlines,sarcastic,1.0
'what's our best path to 270?' gary johnson asks campaign aides packing up office,Satire,SarcasmHeadlines,sarcastic,1.0
social media startup looking for smug little fuck to take leadership role,Satire,SarcasmHeadlines,sarcastic,1.0
director of high-school play buys director's chair out of own pocket,Satire,SarcasmHeadlines,sarcastic,1.0
night of uninterrupted deep sleep really throws man's day off,Satire,SarcasmHeadlines,sarcastic,1.0
new york times adds color to target under-70 demographic,Satire,SarcasmHeadlines,sarcastic,1.0
neighborhood busybody reports sound of gunshots,Satire,SarcasmHeadlines,sarcastic,1.0
"fda okays every drug pending approval, takes rest of year off",Satire,SarcasmHeadlines,sarcastic,1.0
bartender hurt by unfinished drink,Satire,SarcasmHeadlines,sarcastic,1.0
north korea releases new paintings of healthy kim jong il,Satire,SarcasmHeadlines,sarcastic,1.0
defiant customers refuse to return recalled crib,Satire,SarcasmHeadlines,sarcastic,1.0
area man thinking about getting one of those all-body scans,Satire,SarcasmHeadlines,sarcastic,1.0
parents seize creative control of 3rd-grade art project,Satire,SarcasmHeadlines,sarcastic,1.0
brendan fraser to star in new pre-movie trivia question,Satire,SarcasmHeadlines,sarcastic,1.0
flustered mathematician unable to recommend good number,Satire,SarcasmHeadlines,sarcastic,1.0
transportation secretary calls for $200 billion in funding to repair nation's rickety wooden bridges,Satire,SarcasmHeadlines,sarcastic,1.0
breaking: can anyone ever truly know anything? what is the truth?,Satire,SarcasmHeadlines,sarcastic,1.0
secretary of interior says knocking down rocky mountains could really open nation up,Satire,SarcasmHeadlines,sarcastic,1.0
small town girl makes good porn,Satire,SarcasmHeadlines,sarcastic,1.0
convention crowd really hoping bill clinton breaks tension with joke about how terrible he looks,Satire,SarcasmHeadlines,sarcastic,1.0
child therapist excited to actually be seeing patient with psychological issues,Satire,SarcasmHeadlines,sarcastic,1.0
father showing kids 'field of dreams' for first time unaware kevin costner sparking son's sexual awakening,Satire,SarcasmHeadlines,sarcastic,1.0
daddy issues worked out on dance floor,Satire,SarcasmHeadlines,sarcastic,1.0
2-hour meeting spent thinking up hashtag absolutely nobody on planet earth will ever use,Satire,SarcasmHeadlines,sarcastic,1.0
cactus scientists recommend drinking 8 cups of water per year,Satire,SarcasmHeadlines,sarcastic,1.0
"area man sends message to 3,600 friends asking what they're up to tonight",Satire,SarcasmHeadlines,sarcastic,1.0
ben affleck nominated for best friend of matt damon,Satire,SarcasmHeadlines,sarcastic,1.0
wall street executive telling friend how amazing it is to see clinton live,Satire,SarcasmHeadlines,sarcastic,1.0
berserk hairdresser cuts bangs without permission,Satire,SarcasmHeadlines,sarcastic,1.0
local moviegoer enjoying movie so far,Satire,SarcasmHeadlines,sarcastic,1.0
"revealing spring attire reminds man he nothing more than weak, hormonal ogre",Satire,SarcasmHeadlines,sarcastic,1.0
"supreme court leaves final decision on gay marriage in capable hands of texas, alabama, georgia",Satire,SarcasmHeadlines,sarcastic,1.0
ducks only interested in man's bread,Satire,SarcasmHeadlines,sarcastic,1.0
weary nation says one or two more divisive issues should finish it off,Satire,SarcasmHeadlines,sarcastic,1.0
grizzled proofreader has seen it written both ways,Satire,SarcasmHeadlines,sarcastic,1.0
dare graduate celebrates first toke,Satire,SarcasmHeadlines,sarcastic,1.0
divorced man forced to get back down to dating weight,Satire,SarcasmHeadlines,sarcastic,1.0
bodybuilder's veins now outside of his skin,Satire,SarcasmHeadlines,sarcastic,1.0
hate-crime bill stalled by pro-hate lobby,Satire,SarcasmHeadlines,sarcastic,1.0
"middle-aged woman believes in fourth marriage, angels",Satire,SarcasmHeadlines,sarcastic,1.0
study: best method of finding job still excitedly circling newspaper listing in red marker,Satire,SarcasmHeadlines,sarcastic,1.0
man born to party dies partying,Satire,SarcasmHeadlines,sarcastic,1.0
uninsured man hoping for gift card to local hospital for christmas,Satire,SarcasmHeadlines,sarcastic,1.0
changing weather inspires area conversationalist,Satire,SarcasmHeadlines,sarcastic,1.0
report: all the other races coming to take your stuff,Satire,SarcasmHeadlines,sarcastic,1.0
new mcdonald's sandwich offers free wi-fi,Satire,SarcasmHeadlines,sarcastic,1.0
undertaker's last few embalmings before summer vacation always a little sloppy,Satire,SarcasmHeadlines,sarcastic,1.0
bashar al-assad shares laugh with military leaders over time he once wanted to be a doctor and help people,Satire,SarcasmHeadlines,sarcastic,1.0
porn actress very nearly appears to enjoy ejaculation in face,Satire,SarcasmHeadlines,sarcastic,1.0
clinton questions obama's ability to greet world leaders,Satire,SarcasmHeadlines,sarcastic,1.0
hollywood plans big-budget remake of mr. & mrs. smith,Satire,SarcasmHeadlines,sarcastic,1.0
video-game character feeling healthier after eating turkey leg off ground,Satire,SarcasmHeadlines,sarcastic,1.0
car salesman three desks over going on and on about chick he banged last night,Satire,SarcasmHeadlines,sarcastic,1.0
trees planted in poor neighborhood mature just in time for gentrification,Satire,SarcasmHeadlines,sarcastic,1.0
child abuse: how much is too much?,Satire,SarcasmHeadlines,sarcastic,1.0
mayor daley's son appointed head of illinois nepotist party,Satire,SarcasmHeadlines,sarcastic,1.0
first-time carjacker wasn't expecting a stick shift,Satire,SarcasmHeadlines,sarcastic,1.0
investigative reporter ruins fish sticks for everybody,Satire,SarcasmHeadlines,sarcastic,1.0
secret santa seems to think you a big 'laverne & shirley' fan,Satire,SarcasmHeadlines,sarcastic,1.0
clinton appoints very special cabinet member,Satire,SarcasmHeadlines,sarcastic,1.0
kurt warner cheered on by wire-haired man-goblin,Satire,SarcasmHeadlines,sarcastic,1.0
attending 'price is right' taping apparently sailors' best idea for shore leave,Satire,SarcasmHeadlines,sarcastic,1.0
friend's mom tearing it up on facebook,Satire,SarcasmHeadlines,sarcastic,1.0
man who drinks 5 diet cokes per day hoping doctors working on cure for whatever he's getting,Satire,SarcasmHeadlines,sarcastic,1.0
area ceo doesn't have time for this shit,Satire,SarcasmHeadlines,sarcastic,1.0
curt schilling just going to assume he has speaking slot at rnc,Satire,SarcasmHeadlines,sarcastic,1.0
classic boring,Satire,SarcasmHeadlines,sarcastic,1.0
marilu henner named u.s. secretary of mid-level talent,Satire,SarcasmHeadlines,sarcastic,1.0
auction won by crab with $20 stuck in claw,Satire,SarcasmHeadlines,sarcastic,1.0
"bengal tigers' habitat down to studio apartment in jaipur, india",Satire,SarcasmHeadlines,sarcastic,1.0
birthday wish wasted on trying to bring dad back,Satire,SarcasmHeadlines,sarcastic,1.0
world's most advanced yo-yo doesn't need you,Satire,SarcasmHeadlines,sarcastic,1.0
'new york times' bully knocks stack of polls from nate silver's hands,Satire,SarcasmHeadlines,sarcastic,1.0
brooke shields put to sleep,Satire,SarcasmHeadlines,sarcastic,1.0
butterball releases new travel-size turkey,Satire,SarcasmHeadlines,sarcastic,1.0
mitsubishi from 'the fast and the furious' lands first directorial role,Satire,SarcasmHeadlines,sarcastic,1.0
walletless biden found handcuffed to bedpost,Satire,SarcasmHeadlines,sarcastic,1.0
oscar countdown 2002 begins,Satire,SarcasmHeadlines,sarcastic,1.0
fourth-grader drawing big blank on which year 9/11 terror attacks occurred,Satire,SarcasmHeadlines,sarcastic,1.0
fat guy mistakenly thought of as strong,Satire,SarcasmHeadlines,sarcastic,1.0
the arts: what were they?,Satire,SarcasmHeadlines,sarcastic,1.0
personal assistant called after scary dream,Satire,SarcasmHeadlines,sarcastic,1.0
paula deen releases delicious new butter product made from her breast milk,Satire,SarcasmHeadlines,sarcastic,1.0
entire shopping mall quietly dreading whatever empty stage set up for,Satire,SarcasmHeadlines,sarcastic,1.0
40-foot american flag pin welded to statue of liberty,Satire,SarcasmHeadlines,sarcastic,1.0
obama fantasizes about ordering drone strike against self on last day of presidency,Satire,SarcasmHeadlines,sarcastic,1.0
"chili dog, cheddar fries caught in area beard",Satire,SarcasmHeadlines,sarcastic,1.0
"area man busts his ass all day, and for what?",Satire,SarcasmHeadlines,sarcastic,1.0
sudden computer restart vomits up bilious mess of unsaved documents on screen,Satire,SarcasmHeadlines,sarcastic,1.0
rubio refutes claim he soft on immigration by dragging undocumented worker he knocked out cold onto stage,Satire,SarcasmHeadlines,sarcastic,1.0
mother still yammering away under her tombstone,Satire,SarcasmHeadlines,sarcastic,1.0
morbidly obese pumpkin wins contest,Satire,SarcasmHeadlines,sarcastic,1.0
stupid thing won't work,Satire,SarcasmHeadlines,sarcastic,1.0
historians say it still a mystery how people in ancient times didn't just go crazy and kill themselves,Satire,SarcasmHeadlines,sarcastic,1.0
area man reduced to this,Satire,SarcasmHeadlines,sarcastic,1.0
bush seeking non-masturbating surgeon general,Satire,SarcasmHeadlines,sarcastic,1.0
disgruntled bandmates worried rivers cuomo's wife becoming the fifth weezer,Satire,SarcasmHeadlines,sarcastic,1.0
st. peter scrambling to throw few more innocent souls into hell to meet monthly quota,Satire,SarcasmHeadlines,sarcastic,1.0
delta blues poised for biggest revival since 1915,Satire,SarcasmHeadlines,sarcastic,1.0
biden loses control of butterfly knife during commencement speech,Satire,SarcasmHeadlines,sarcastic,1.0
advisors hopeful jeb bush finally has momentum to end campaign,Satire,SarcasmHeadlines,sarcastic,1.0
budget woes force heaven to reduce eternal life to 500 billion years,Satire,SarcasmHeadlines,sarcastic,1.0
fda recommends the blue marlin,Satire,SarcasmHeadlines,sarcastic,1.0
study: home rotisseries only american technological field still advancing,Satire,SarcasmHeadlines,sarcastic,1.0
family embarrassed by way son died,Satire,SarcasmHeadlines,sarcastic,1.0
arne duncan stressed about preparing for standardized secretary of education exam,Satire,SarcasmHeadlines,sarcastic,1.0
27-year-old regrets 'funky cold medina' tattoo,Satire,SarcasmHeadlines,sarcastic,1.0
guy just trying on shirt right in middle of store,Satire,SarcasmHeadlines,sarcastic,1.0
report: biggest parenting fear remains losing child in high-stakes poker tournament,Satire,SarcasmHeadlines,sarcastic,1.0
hotshot product talking big game about being good for consumer,Satire,SarcasmHeadlines,sarcastic,1.0
eva longoria tans self out of visible spectrum,Satire,SarcasmHeadlines,sarcastic,1.0
area man determined to make the best of situation comedy,Satire,SarcasmHeadlines,sarcastic,1.0
bianchi introduces new bike for blocking commuters on subway during rush hour,Satire,SarcasmHeadlines,sarcastic,1.0
golden retriever mauls 5 in huge victory for pitbull apologists,Satire,SarcasmHeadlines,sarcastic,1.0
art object purchased at office depot,Satire,SarcasmHeadlines,sarcastic,1.0
american public gets exactly what it deserves for 112th straight election,Satire,SarcasmHeadlines,sarcastic,1.0
rate of uninformed conversations about navy seals skyrockets,Satire,SarcasmHeadlines,sarcastic,1.0
area man mystified by layout of adjacent town's kroger,Satire,SarcasmHeadlines,sarcastic,1.0
biden lines up sweet summer gig installing above-ground swimming pools,Satire,SarcasmHeadlines,sarcastic,1.0
report: smart car terrible for doughnuts,Satire,SarcasmHeadlines,sarcastic,1.0
hundreds of cuban refugees clinging to air force one on flight back to u.s.,Satire,SarcasmHeadlines,sarcastic,1.0
study finds leading cause of depression hearing words '2016 frontrunners',Satire,SarcasmHeadlines,sarcastic,1.0
guys' night out to include several key non-guys,Satire,SarcasmHeadlines,sarcastic,1.0
item individually wrapped for no reason,Satire,SarcasmHeadlines,sarcastic,1.0
"new report finds it took humans 3,000 years after developing language to work up confidence to talk to each other",Satire,SarcasmHeadlines,sarcastic,1.0
la-z-boy outlet clearly visible from suburban man's grave,Satire,SarcasmHeadlines,sarcastic,1.0
masturbating mom can't get bobby flay southwestern eggs demo to stop buffering,Satire,SarcasmHeadlines,sarcastic,1.0
new michael landon biography resolves many unasked questions,Satire,SarcasmHeadlines,sarcastic,1.0
smiley scrubbing bubbles devour area child,Satire,SarcasmHeadlines,sarcastic,1.0
report: it would probably be nice having friends,Satire,SarcasmHeadlines,sarcastic,1.0
trump warns removing confederate statues could be slippery slope to eliminating racism entirely,Satire,SarcasmHeadlines,sarcastic,1.0
usher to put shirt back on when usher ready to put shirt back on,Satire,SarcasmHeadlines,sarcastic,1.0
aide interrupts event to inform bush about 10th anniversary of 9/11,Satire,SarcasmHeadlines,sarcastic,1.0
santa signs legislation to help special-wants children,Satire,SarcasmHeadlines,sarcastic,1.0
political cartoonist's wife finds disturbing nude drawings of uncle sam,Satire,SarcasmHeadlines,sarcastic,1.0
man planning to rub up against strangers wondering where train is already,Satire,SarcasmHeadlines,sarcastic,1.0
drunken episode a repeat,Satire,SarcasmHeadlines,sarcastic,1.0
area woman worried she's forgetting what heath ledger looked like,Satire,SarcasmHeadlines,sarcastic,1.0
"paul ryan announces new congress sexual harassment training will create safe work atmosphere, plausible deniability",Satire,SarcasmHeadlines,sarcastic,1.0
wheelchair-bound student would have preferred to sit out pep rally,Satire,SarcasmHeadlines,sarcastic,1.0
rumsfeld makes jerk-off motions as powell speaks at cabinet meeting,Satire,SarcasmHeadlines,sarcastic,1.0
tip of area man's tongue refuses to relinquish richard crenna's name,Satire,SarcasmHeadlines,sarcastic,1.0
god quietly phasing holy ghost out of trinity,Satire,SarcasmHeadlines,sarcastic,1.0
panicked john kelly ushers half-naked trump away from podium as president shouts support for eugenics,Satire,SarcasmHeadlines,sarcastic,1.0
goodwill employees shaken by gigantic pants,Satire,SarcasmHeadlines,sarcastic,1.0
area man thinks movie he saw should have been nominated,Satire,SarcasmHeadlines,sarcastic,1.0
fearful americans stockpiling facts before federal government comes to take them away,Satire,SarcasmHeadlines,sarcastic,1.0
study finds growing number of americans would be comfortable with female pep boy,Satire,SarcasmHeadlines,sarcastic,1.0
netflix receives 10 emmy nominations for season 4 of 'wings',Satire,SarcasmHeadlines,sarcastic,1.0
every day of local dad's life an endless battle to hold on to good pen,Satire,SarcasmHeadlines,sarcastic,1.0
brad pitt called before congress to testify about bicep regimen,Satire,SarcasmHeadlines,sarcastic,1.0
man knows he must ride unexpected urge to clean as far as it will take him,Satire,SarcasmHeadlines,sarcastic,1.0
breakthrough procedure allows parents to select sexiness of child,Satire,SarcasmHeadlines,sarcastic,1.0
james dyson meets in secret with alien ambassador to receive technology for new hand dryer,Satire,SarcasmHeadlines,sarcastic,1.0
death results in great deal of paperwork,Satire,SarcasmHeadlines,sarcastic,1.0
so-called 'giant' mouse actually baby kangaroo,Satire,SarcasmHeadlines,sarcastic,1.0
vespa corporation enchants another slight little man-child,Satire,SarcasmHeadlines,sarcastic,1.0
long john silver's customer finds deep-fried poseidon head in value meal,Satire,SarcasmHeadlines,sarcastic,1.0
rock fans outraged as bob dylan goes electronica,Satire,SarcasmHeadlines,sarcastic,1.0
area horse hung like horse,Satire,SarcasmHeadlines,sarcastic,1.0
thirsty mayor drinks town's entire water supply,Satire,SarcasmHeadlines,sarcastic,1.0
report: election day most americans' only time in 2016 being in same room with person supporting other candidate,Satire,SarcasmHeadlines,sarcastic,1.0
encouraging new study indicates majority of u.s. students can now recognize math,Satire,SarcasmHeadlines,sarcastic,1.0
free-thinking cat shits outside the box,Satire,SarcasmHeadlines,sarcastic,1.0
study exposes risks of conducting research while driving,Satire,SarcasmHeadlines,sarcastic,1.0
"half of nation outraged at new, not-yet-released michael moore film",Satire,SarcasmHeadlines,sarcastic,1.0
"cory booker, kamala harris, elizabeth warren assure dreamers they'll never stop fighting for the 2020 nomination",Satire,SarcasmHeadlines,sarcastic,1.0
odorite introduces new three-tier urinal cake,Satire,SarcasmHeadlines,sarcastic,1.0
busy woman keeps best-dressed oscar slideshow tab open to be savored as sumptuous feast at her leisure,Satire,SarcasmHeadlines,sarcastic,1.0
woman flattered complete stranger would say something so nice about her tits,Satire,SarcasmHeadlines,sarcastic,1.0
biden searching white house one last time for missing pet snake,Satire,SarcasmHeadlines,sarcastic,1.0
"epa to drop 'e,' 'p' from name",Satire,SarcasmHeadlines,sarcastic,1.0
clinton campaign asks cnn to stock dressing room with 4 pounds of flavorless protein paste,Satire,SarcasmHeadlines,sarcastic,1.0
guinea pig returned for store credit,Satire,SarcasmHeadlines,sarcastic,1.0
cop grudgingly admits suspect is the best goddamn pedophile he's seen in 30 years on the force,Satire,SarcasmHeadlines,sarcastic,1.0
"'this women's strike won't accomplish anything,' reports man who will boycott upcoming 'avengers' movie",Satire,SarcasmHeadlines,sarcastic,1.0
bush: 'history cannot judge me if i end it soon',Satire,SarcasmHeadlines,sarcastic,1.0
criminal mad that man called the cops on him,Satire,SarcasmHeadlines,sarcastic,1.0
mourners unable to comprehend last 20 minutes of kubrick's life,Satire,SarcasmHeadlines,sarcastic,1.0
cannibal corpse blasting from papal apartment window,Satire,SarcasmHeadlines,sarcastic,1.0
thousands of rats tumble about uncontrollably inside snoopy balloon high above thanksgiving day parade,Satire,SarcasmHeadlines,sarcastic,1.0
"gaunt, sickly kirby takes leave of absence from video games following stomach cancer diagnosis",Satire,SarcasmHeadlines,sarcastic,1.0
collection agency holding nation as collateral until trump pays off business debts,Satire,SarcasmHeadlines,sarcastic,1.0
coke party takes a couple minutes to get going,Satire,SarcasmHeadlines,sarcastic,1.0
grotesque child born with only 99% normal human dna,Satire,SarcasmHeadlines,sarcastic,1.0
tv commercial for beverage features woefully reckless pouring technique,Satire,SarcasmHeadlines,sarcastic,1.0
"white house: 'for russia, the real sanction is knowing that they let us down'",Satire,SarcasmHeadlines,sarcastic,1.0
glimpse of father's toenails offers boy petrifying vision of future,Satire,SarcasmHeadlines,sarcastic,1.0
area bus driver would prefer not to say 'you're welcome' for thousandth time today,Satire,SarcasmHeadlines,sarcastic,1.0
pence aide encourages candidate to try some more happy-looking scowls during debate,Satire,SarcasmHeadlines,sarcastic,1.0
couple sneaks away from party for a little arguing,Satire,SarcasmHeadlines,sarcastic,1.0
single woman getting all dolled up to watch room full of people make out this new year's eve,Satire,SarcasmHeadlines,sarcastic,1.0
college freshman already loves it,Satire,SarcasmHeadlines,sarcastic,1.0
burglar hiding in pistorius' bathroom figures now probably his best chance to escape,Satire,SarcasmHeadlines,sarcastic,1.0
majority of time at party spent trying to figure out ride home,Satire,SarcasmHeadlines,sarcastic,1.0
horrifying email from ex-girlfriend titled 'a few things',Satire,SarcasmHeadlines,sarcastic,1.0
lesbian hen enjoying hen house,Satire,SarcasmHeadlines,sarcastic,1.0
old gypsy woman run over without consequence,Satire,SarcasmHeadlines,sarcastic,1.0
dead daughter would have wanted $220 million liability settlement,Satire,SarcasmHeadlines,sarcastic,1.0
hillary clinton waiting in wings of stage since 6 a.m. for dnc speech,Satire,SarcasmHeadlines,sarcastic,1.0
obama already knows who he's going to tear apart in memoir,Satire,SarcasmHeadlines,sarcastic,1.0
